Hyperlink,Ski,Full Description,Detail - Additional Features,Detail - Base,Detail - Binding Compatibility,Detail - Core,Detail - Edges,Detail - Flex,Detail - Graphics,Detail - Included Bindings,Detail - Laminates,Detail - Proposition 65 Warning to California Consumers,Detail - Rocker Type,Detail - Shape,Detail - Sidecut,Detail - Sidewalls,Spec - Ability Level:,Spec - Athletes:,Spec - Core/Laminates:,Spec - DIN / Release Value High:,Spec - DIN: Release Value Low:,Spec - Made in the USA:,Spec - Rocker Type:,Spec - Skis:,Spec - Tail Type:,Spec - Terrain:,Spec - Turning Radius:,Spec - Warranty:
https://www.evo.com/skis/elan-playmaker-101,elan-playmaker-101,"Elan have long been known for their freeride and front-side prowess, but until now they haven't dabbled in the twin-tip game. That ends with the all new Elan Playmaker 101 Skis. Combining a bi-directional Surf Rocker profile with progressive shaping and Elan's energetic Tubelite Wood Core, the Playmaker 101s deliver a supremely poppy, freestyle-friendly ride that you can take just about anywhere on the mountain. From side hits to jump lines, these playful puppies are sure to bring a fresh perspective to your all mountain ride.",,,We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,"Tubelite Wood Core - To create the TubeLite Wood Core, two super lightweight Carbon tubes are inserted into a lightweight laminated wood core. Measuring 5mm in diameter and hollow in their construction, these tubes run along the length of the ski following the arc of the side cut. They provide torsional stability and powerful rebound while allowing for material reduction of the core. The result is incredible lightweight response and stability.
",,,,,"Carbon Rods - Lightweight Carbon tubes inserted into
the ski and run the length of the ski
following the arc of the side cut. The
carbon tubes provide torsional stability
and powerful rebound while allowing
for material reduction of the core.
The result is incredible lightweight
response and stability.",,Surf Rocker - Bi-directional flotation,Dual Float Technology - Perfect amount of tip and tail turn-up with a trapezoid 3D shape for lightness.,,"360° Sidewall - Pyramid shaped sidewall material is positioned throughout the whole body of the ski, increasing high speed stability and vibration absorption.",Intermediate-Advanced,,"Carbon, Wood",,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Medium,2 Years
https://www.evo.com/skis/volkl-revolt-90,volkl-revolt-90,"Looking for a freestyle ski to go bigger and badder, while still letting you rip the resort in between park laps? Let your buck stop here with the Völkl Revolt 90 Skis and send to your heart's content. Built on a slightly wider 90mm platform for better stability between hits and greater versatility in a variety of snow conditions, the Revolt 90 features a cap sidewall to resist chipping, Tough Sidewall construction for impact strength underfoot, and an eyecatching new graphic that will keep you looking.",,P-Tex 4504 with Brushed Structure - None,We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,Light Swingweight Core - None,,,Art by Benjamin Güdel - None,,,,"Tip &amp; Tail Rocker - Bends up only in the shovel and tail zones, with a camber shape in the middle.",,,Tough Sidewall Construction - None,Intermediate-Advanced,,Wood,,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Medium,1 Year
https://www.evo.com/skis/k2-reckoner-92,k2-reckoner-92,"Tips up, gnar out! The K2 Reckoner 92 Skis are a twin-tip park pony that bucks around on features with ease and still packs enough power to gallop into the steeps, race around bumps, and circle back for end-of-day victory laps in the park. Pairing an aspen veneer core with all-terrain twin rocker, they stay light underfoot but rigid and rowdy enough for all-mountain riding. Time to giddy-up to the slopes to take these puppies for a spin!",,,We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,"Aspen Veneer Core - Lightweight and resilient, the perfect all around core material.",,,,,"Triaxial Braid - A K2-patented machine interlocks strands of fiberglass around a milled core for pronounced torsional strength, while retaining the lively flex patterns inherent in a wood ski.; Triaxial Braid - A K2-patented machine interlocks strands of fiberglass around a milled core for pronounced torsional strength, while retaining the lively flex patterns inherent in a wood ski.",,"All-Terrain Twin Rocker - All-Terrain Twin Rocker is a gradual, extended rise at the tip and tail for added versatility and control in all conditions with twin tip skis.",,,,Intermediate-Advanced,,Wood,,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Short,2 Years
https://www.evo.com/skis/armada-arw-100,armada-arw-100,"From the park to the pow, the Armada ARW 100 Skis are designed to be a twin tip, double duty crusher. Equipped with W3Dgewall sidewall construction, these mid-wide baddies are durable enough to smash some rails and slide into that untouched park adjacent pow run on the ride out. Their Caruba core keeps things light and floaty, and Armada's classic buttery flex gives them a smooth and easy to maneuver ride.",,"S7 Base - Durable and low maintenance, with a speed additive for quickness.",We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,Caruba Core - Armada's lightest wood species keeps the overall weight low while retaining the power and dampness you want while skiing.,"2.5 Impact Edge - Oversized and specially heat-treated, this edge is built to resist impact damage in the most demanding situations.","Flex (1=Soft, 10=Stiff) - Tip: 6 | Mid: 7 | Tail: 6",,,Ash Binding Insert - None,,AR Freestyle Rocker - Rockered tips and tails are combined with positive camber underfoot to allow the ski to charge with ease through unpredictable snow and maintain a solid carve when asked to do so. Turn the whole mountain into your playground. ,,,"w3Dgewall - The w3Dgewall is a radical reimagining of ski design. Our engineers went to work on a unique concept to
create the most durable, highest performance construction we’ve ever built. The w3Dgewall is a 3D molded,
injected sidewall that’s angled where it joins the wood core, creating a mechanical bond in the mold during
ski construction for a stronger, more uniform connection between the sidewall and core. With more material in
critical areas for added durability and a three-dimensional taper in the tip and tail, the w3Dgewall creates a ski
that will stand up to more abuse while providing enhanced edge grip at reduced weights.",Intermediate-Advanced,,Wood,,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Medium,2 Years
https://www.evo.com/skis/armada-bdog,armada-bdog,"Phil Casabon AKA BDog is the one the the greatest street skiers of all time. And his signature ride, the Armada BDog Skis, are one of the greatest park and urban skis of all time as well. The BDog is super flexy, loaded with pop, and ready to rock your local terrain park or urban feature. They butter better than almost any ski on the market and are a prime tool for high level freestyle skiers looking to unleash their creativity.",,"S7 Base - Durable and low maintenance, with a speed additive for quickness.",We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,Poplar Ash Core - Lightweight poplar is combined with higher density full-length ask stringers to create an impossibly lively ski that has all the power needed for boosting to new elevations. ,"2.5 Impact Edge - Oversized and specially heat-treated, this edge is built to resist impact damage in the most demanding situations.",Circle Flex - Circle Flex utilizes a durable Poplar-Ash wood core combined with a unique fiberglass layup to give the ski the softest flexing feel on the market. ; Circle Flex - Circle Flex utilizes a durable Poplar-Ash wood core combined with a unique fiberglass layup to give the ski the softest flexing feel on the market. ,,,,,AR Freestyle Rocker - Rockered tips and tails are combined with positive camber underfoot to allow the ski to charge with ease through unpredictable snow and maintain a solid carve when asked to do so. Turn the whole mountain into your playground. ,,,"AR75 Sidewall - Sidewalls provide improved edge pressure under the boot, while cap constuction in the tip and tail provides smooth turn initiation and less hookiness - 75% sidewall, 25% cap.",Advanced-Expert,Phil Casabon,Wood,,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,Park &amp; Pipe,Short,2 Years
https://www.evo.com/skis/armada-arv-94,armada-arv-94,"If skis were a wedding cake, the Armada ARV 94 Skis would be the topper. Built for park prowess with more than a twinge of all mountain rippability, these crazy cats have a playful flex designed to hit every corner of the park and ride them out with ease. 3D molded injected sidewalls are super durable, and a poplar core with an ash binding insert creates a playful profile that will bend, not snap if you hit metal a little harder than expected. Their twin tip, AR Freestyle rocker profile completes the look, making the the Armada ARV 94 Skis the true center of attention.",,"S7 Base - Durable and low maintenance, with a speed additive for quickness.",We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,"Poplar Core - Stability, power, and ease are paramount in this 100% poplar wood core. For those looking for predictability and smoothness, the Poplar core delivers in all snow conditions.","2.5 Impact Edge - Oversized and specially heat-treated, this edge is built to resist impact damage in the most demanding situations.","Flex (1=Soft, 10=Stiff) - Tip: 6 | Mid: 7 | Tail: 6",,,Ash Binding Insert - None,,AR Freestyle Rocker - Rockered tips and tails are combined with positive camber underfoot to allow the ski to charge with ease through unpredictable snow and maintain a solid carve when asked to do so. Turn the whole mountain into your playground. ,,,"w3Dgewall - The w3Dgewall is a radical reimagining of ski design. Our engineers went to work on a unique concept to
create the most durable, highest performance construction we’ve ever built. The w3Dgewall is a 3D molded,
injected sidewall that’s angled where it joins the wood core, creating a mechanical bond in the mold during
ski construction for a stronger, more uniform connection between the sidewall and core. With more material in
critical areas for added durability and a three-dimensional taper in the tip and tail, the w3Dgewall creates a ski
that will stand up to more abuse while providing enhanced edge grip at reduced weights.",Intermediate-Advanced,,Wood,,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Medium,2 Years
https://www.evo.com/ski-packages/rossignol-trixie-skis-xpress-10-gw-bindings-womens,rossignol-trixie-skis-xpress-10-gw-bindings-womens,"The Rossignol Trixie Skis + Xpress 10 GW Bindings are a budget friendly freeride setup for your quickly advancing young shredder who can't get enough of the park. With all terrain rocker, a poppy wood care, and durable cap construction, these freestyle sticks get the job done both in the air and on the snow.",,,,"Poplar Wood Core - Poplar wood core balances weight, flex, and stability for a versatile blend of power and playfulness.
",,,,Bindings Do Not Come Mounted to Skis - Always have a certified binding technician mount and adjust your bindings.; Bindings Do Not Come Mounted to Skis - Always have a certified binding technician mount and adjust your bindings.,Fiberglass - Fiberglass is more elastic than carbon. A perfect compromise for skiers seeking customized flex and resistant materials. ,,"All-Terrain Rocker | 70% Camber / 30% Low Tip Rocker - Adapted for every terrain and snow conditions, Rossignol's new All-Terrain Rocker profile delivers a more balanced blend of hard snow precision and soft snow playfulness. The longer, more progressive tip and early rise tail profiles are adjusted across each model, delivering more targeted all-terrain performance and the freedom to excel in all conditions.",,Oversize Sidecut - Delivers powerful carving precision and edge grip.,"Cap Construction - Increased durability, comfort, and ease-of-use.",Intermediate-Advanced,,Wood,10,2.5,,Rocker/Camber,With Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Medium,2 Years
https://www.evo.com/skis/volkl-revolt-86-scorpion-kids,volkl-revolt-86-scorpion-kids,"The Völkl Revolt 86 Scorpion is that unicorn ride that lets you have it all - a viable all-mountain ride for those mandatory laps with the fam and a true twin tip rocker profile for sending it in the park with your buds. Völkl puts their stamp of quality on this ski, laying it up with a real Mulitlayer Woodcore for pop and performance and a Cap Sidewall for durability. When you're looking for all-mountain freestyle versatility for a smaller human, this ski has no equal and rocks the ""stinger"" to prove it.",,P-Tex 3000 Base - None,We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,Multilayer Woodcore - A combination of beech and poplar results in an extremely durable wood core composed of hard wood in the binding area and lighter wood surrounding it.,,,,,,,"Tip &amp; Tail Rocker - Bends up only in the shovel and tail zones, with a camber shape in the middle.","Twin Tip - Twin tip construction for skiing/landing backwards.
",,Cap Sidewall - None,Intermediate-Advanced,,Wood,,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Medium,1 Year
https://www.evo.com/skis/moment-wildcat-101,moment-wildcat-101,"When you want a ~100mm daily driver but aren't too into the locked-and-loaded race carve thing, the Moment Wildcat 101 Skis are ready and waiting. With plenty of on-edge power for the hard stuff but a more progressive attitude toward slarving, drifting and switching up your direction of travel, the Mid-Kitty offers a unique blend of precision and looseness for modern ski progression when it hasn't snowed in a bit.",,"7500 Series Carbon Base - Carbon infused sintered UHMWPE (Ultra High Molecular Weight PolyEthylene). Harder, faster and with better wax absorption and retention than extruded bases this is the industry leader for performance and longevity.",We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,"Poplar / Ash Wood Core - Full length, knot free, vertically laminated in house. Moment's aspen/ash core provides a unique blend of liveliness and outstanding dampening, allowing for playful platforms that charge hard.","2.2 Euro Edge - There are only handful of edge manufacturers in the world and Moment go straight to the source in Europe to offer the best edge possible. They do additional heat treating and bonding prep in house to make sure your edge stays sharper, lasts longer and can handle a beating.
",,"Textured Nylon Topsheet - Moment use a textured nylon topsheet material enhanced with sublimated graphics‒a non-toxic and eco-friendly alternative to silkscreen. This topsheet material ensures optimal durability and impact resistance while maintaining crisp and bright graphics.
",,"Carbon Fiber Hybrid Composite Structure - A custom blend of triaxial fiberglass and carbon fiber helps give this ski its torsional rigidity along with added longitudinal pop.
; Carbon Fiber Hybrid Composite Structure - A custom blend of triaxial fiberglass and carbon fiber helps give this ski its torsional rigidity along with added longitudinal pop.
",,"Mustache Rocker - Rocker at the tip and tail and camber underfoot allows for incredible float and maneuverability in the trees and chutes while maintaining a significant amount of edge hold for both the icy runouts and the groomers.
",,Dual Radius Sidecut - None,"ABS Sidewall - Extruded sidewalls constructed of modified Acrylonitrile-Butadiene-Styrene (ABS) provide stiffness, dampening, durability. Allow for more impact resistance and easier repairs that stay put so you can bring the abuse year after year, season after season.",Intermediate-Advanced,,"Carbon, Wood",,,Yes,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Long,2 Years
https://www.evo.com/skis/moment-wildcat,moment-wildcat,"This descendent of the original Bibby hasn't changed much over the past decade, simply because there wasn't really anything wrong with it from day #1. The Moment Wildcat Skis retain the same powder-busting 116mm waist, the same playful demeanor that still has some guts when it comes to dealing with hardpack, and much improved topsheet durability. A proven favorite in snowy western climes, the Wildcat has become a daily driver for many who have come to think of it as much more than a powder ski.",,"7500 Series Carbon Base - Carbon infused sintered UHMWPE (Ultra High Molecular Weight PolyEthylene). Harder, faster and with better wax absorption and retention than extruded bases this is the industry leader for performance and longevity.",We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,"Poplar / Ash Wood Core - Full length, knot free, vertically laminated in house. Moment's aspen/ash core provides a unique blend of liveliness and outstanding dampening, allowing for playful platforms that charge hard.","2.2 Euro Edge - There are only handful of edge manufacturers in the world and Moment go straight to the source in Europe to offer the best edge possible. They do additional heat treating and bonding prep in house to make sure your edge stays sharper, lasts longer and can handle a beating.
",,"Textured Nylon Topsheet - Moment use a textured nylon topsheet material enhanced with sublimated graphics‒a non-toxic and eco-friendly alternative to silkscreen. This topsheet material ensures optimal durability and impact resistance while maintaining crisp and bright graphics.
",,"Carbon Fiber Hybrid Composite Structure - A custom blend of triaxial fiberglass and carbon fiber helps give this ski its torsional rigidity along with added longitudinal pop.
; Carbon Fiber Hybrid Composite Structure - A custom blend of triaxial fiberglass and carbon fiber helps give this ski its torsional rigidity along with added longitudinal pop.
",,"Mustache Rocker - Rocker at the tip and tail and camber underfoot allows for incredible float and maneuverability in the trees and chutes while maintaining a significant amount of edge hold for both the icy runouts and the groomers.
",,,"ABS Sidewall - Extruded sidewalls constructed of modified Acrylonitrile-Butadiene-Styrene (ABS) provide stiffness, dampening, durability. Allow for more impact resistance and easier repairs that stay put so you can bring the abuse year after year, season after season.",Advanced-Expert,,"Carbon, Wood",,,Yes,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Big Mountain, Powder",Long,2 Years
https://www.evo.com/ski-packages/line-skis-wallisch-shorty-ftd-70-bindings-kids,line-skis-wallisch-shorty-ftd-70-bindings-kids,"The Line Skis Wallisch Shorty Skis + FTD 7.0 Bindings give you the shape, look and tech of the Tom Wallisch Pro, but in a smaller size run suitable for the freestyle stars of tomorrow. There's nothing like starting young with the right tools on your feet.",Stance Back from Center - 0 mm,Extruded 1.3 mm - None,,"Aspenlite™ - 100% Aspen wood for the lightest, most nimble feel.",2.1 mm x 2 mm - None,"Symmetric Flex™ - The same flex pattern in front and behind your boot conforms to terrain equally riding forward &amp; backward.
",,"Includes FDT 7.0 Bindings - DIN Range 2 - 7
; Includes FDT 7.0 Bindings - DIN Range 2 - 7
",,,Rocker Profile - 2mm Tip / 2mm Camber / 2mm Tail,,,"Capwall™ - Combining the precision of sidewall underfoot and the lightweight, durable performance of cap in the tip, Capwall™ construction provides the best of both worlds.",Intermediate-Advanced,,Wood,7,2,,Rocker/Camber/Rocker,With Bindings,Full Twin Tip,Park &amp; Pipe,Short,2 Years
https://www.evo.com/skis/line-blade-optic-114,line-blade-optic-114,"The Line Skis Blade Optic 114 Skis are an excellent choice for the skier who already knows how to ski pow and doesn't need to rock the widest ski in the lift line. As a bonus, this ski actually holds a clean carve on firmer snow and tracks with confidence at speed. Credit the Gas Pedal Metal Overdrive™ Titanal laminate, a carefully machined piece of metal that turns this ski into an absolute missile.",Stance Back from Center - 60mm,Fatty™ Base | 1.7mm - 30% thicker base dramatically increases durability and tuning life the skis.,We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,"Aspen Veneer Core - An amalgam of Aspen Stringers brought together for a lightweight, snappy, and engaged feel.",Fatty™ Edge | 2.5mm x 2.2mm - 30% thicker edge dramatically increases durability and tuning life of these skis.,"Directional Flex - The softer tip floats and initiates turns easily while the stiffer tail provides power, stability and high speed control.",,,Gas Pedal Metal Overdrive™ - Titanal focused across the ski width provides increased edge grip and torsional stability while maintaining a lively feel along the length of the ski. Two independent tip and tail Titanal pieces add power and energy.,,"Early Rise™ - Tip and tail lift away from the snow to bring the contact points closer to the center of the ski. This increases a ski's lift in deep snow and allows it to engage more quickly on hardpack.
; Early Rise™ - Tip and tail lift away from the snow to bring the contact points closer to the center of the ski. This increases a ski's lift in deep snow and allows it to engage more quickly on hardpack.
",,5-Cut™ Geometry - Five different radiuses are blended into the ski's sidecut. The result? A wide variety of turn shapes and an intuitive feel.,"Capwall™Construction - Combining the precision of sidewall underfoot, and the lightweight, durable performance of cap construction in the tip and tail, Capwall™ Construction provides the best of both worlds.",Advanced-Expert,,"Metal, Wood",,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"All-Mountain, Big Mountain",Long,2 Years
https://www.evo.com/skis/volkl-revolt-86-crown-kids,volkl-revolt-86-crown-kids,"The Völkl Revolt 86 Crown is that unicorn ride that lets you have it all - a viable all-mountain ride for those mandatory laps with the fam and a true twin tip rocker profile for sending it in the park with your buds. Völkl puts their stamp of quality on this ski, laying it up with a real Mulitlayer Woodcore for pop and performance and a Cap Sidewall for durability. When you're looking for all-mountain freestyle versatility for a smaller human, this ski has no equal and rocks the crown to prove it.",,P-Tex 3000 Base - None; P-Tex 3000 Base - None,We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,Multilayer Woodcore - A combination of beech and poplar results in an extremely durable wood core composed of hard wood in the binding area and lighter wood surrounding it.,,,,,,,"Tip &amp; Tail Rocker - Bends up only in the shovel and tail zones, with a camber shape in the middle.","Twin Tip - Twin tip construction for skiing/landing backwards.
",,Cap Sidewall - None,Intermediate-Advanced,,Wood,,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Medium,1 Year
https://www.evo.com/skis/line-blend,line-blend,"Looking for an ""all-mountain"" ski that really comes alive in the park or when you want to add some freestyle spice to your everyday routine? They don't come any better than the Line Skis Blend Skis, the original in this category and still the ski to beat. Solid Maple Macroblock construction with a softer Butter Zone Flex Pattern to aid in all the tip and tail pressing shenanigans you can dream up, the Blend still mixes it up with the best and floats to the top.","Stance Back from Center - 40 mm
",Fatty Base | Sintered 1.7mm - High density sintered bases reduce friction against the snow allowing for more speed and better durability.,We recommend a brake width equal to or at most 15 mm wider than the ski waist width. - None,"Maple Macroblock™ - Two full length maple stringers surrounded by aspen for increased strength and durability.
","Fatty Edge | 2.5mm x 2.2mm - 30% thicker edge dramatically increases durability and tuning life of these skis.
","Symmetric Flex™ - The same flex pattern in front and behind your boot conforms to terrain equally riding forward &amp; backward.
",,,"Carbon Olliband - Pre-stretched carbon down the center of the ski for added pop and play in freestyle skis.
",,"Rocker Profile - 4mm Tip / 4mm Camber / 4mm Tail
",,"5-Cut™ - Five different radiuses are blended into the ski's sidecut. The result? A wide variety of turn shapes and an intuitive feel.
","Capwall™ - Combining the precision of sidewall underfoot and the lightweight, durable performance of cap in the tip, Capwall™ construction provides the best of both worlds.",Intermediate-Advanced,,"Carbon, Wood",,,,Rocker/Camber/Rocker,No Bindings,Full Twin Tip,"Park &amp; Pipe, All-Mountain",Medium,2 Years
